UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,processed_text
1440,46392,,13-03-2020,"Just saw a man buying $350 of canned tomatoes, tuna and pasta berate a supermarket worker because the supermarket had empty shelves. This is madness #panicbuying #Covid_19 #apocalypse2020",Negative,saw man buy 350 can tomato tuna pasta berat supermarket worker supermarket empti shelv mad panicbuy covid19 apocalypse2020
1441,46393,"Memphis, TN",13-03-2020,"Wish People Had the Same Level of Panic and Concern About GMOs, the Industrial Food System, &amp; Manufactured Environmental Toxins #IJS ????? #COVID2019",Negative,wish peopl level panic concern gmo industri food system amp manufactur environment toxin ij covid2019
1442,46394,"Moscow, ID",13-03-2020,Winco on Front street in Boise water gone frozen food flying off the self shopping carts FULL every lane has a line medicine for cold and flu is out of stock,Negative,winco front street bois water gone frozen food fli self shop cart full everi lane line medicin cold flu stock
1443,46395,,13-03-2020,if you're accosted in the grocery store parking lot by thieves remember to keep that 6 foot offset to also protect against the virus : use a shopping cart to keep them away as food is loaded into your vehicle #COVID2019 #CoronaOutbreak https://t.co/4cnvereLPT,Negative,your accost groceri store park lot thiev rememb keep 6 foot offset also protect viru use shop cart keep away food load vehicl covid2019 coronaoutbreak
1444,46396,,13-03-2020,"My supermarket looks more like a supermarket in a country the US is currently sanctioning.

#supermarkets #marketcrash #marketcrash2020 #covid_19 #toiletpaper #ToiletPaperApocalypse #toiletpapercrisis",Positive,supermarket look like supermarket countri us current sanction supermarket marketcrash marketcrash2020 covid19 toiletpap toiletpaperapocalyps toiletpapercrisi
1445,46397,London,13-03-2020,"Coranavirus Consumer Confidence Tracker - week 1. A 1000-consumer survey on confidence, behaviour, attitude with @retailx - re-run regularly and updated daily. First look here: https://t.co/YpOQvfeNyj #retail #covid19 #consumer #research https://t.co/1we4VLgwoS",Extremely Positive,coranaviru consum confid tracker week 1 1000consum survey confid behaviour attitud retailx rerun regularli updat daili first look retail covid19 consum research
1446,46398,,13-03-2020,"Food banks in Preston are running out of tinned products, long-life milk and toilet rolls. #Covid_19
#Lancashire #foodbanks
https://t.co/dzi7BndWZr",Neutral,food bank preston run tin product longlif milk toilet roll covid19 lancashir foodbank
1447,46399,"Rome, Lazio",13-03-2020,"After 6-7 days inside the house, I went to the market today here in #Rome;
Everyone had to keep at least 1 meter #distance and not many people were allowed to enter in the same time. #welldone

p.s. hopefully the #prices don't increase
#Covid_19 #coronavirus #coranavirusitalia https://t.co/LS66KgkSlS",Extremely Positive,67 day insid hous went market today rome everyon keep least 1 meter distanc mani peopl allow enter time welldon ps hope price dont increas covid19 coronaviru coranavirusitalia
1448,46400,New York - Rome - Basilicata,13-03-2020,"This is a good list if you're stocking up on food for a possible #coronavirus quarantine..
https://t.co/eOl8gl1mmS",Positive,good list your stock food possibl coronaviru quarantin
1449,46401,"Earth, Mostly Harmless",13-03-2020,"Gas prices the lowest they've been in YEARS.

Plot twist: everything you wanted to do has been canceled and/or you're not allowed to go. 

#Covid_19 #WashYourHandsTilTheyreClean #CauseTheyreDirty",Negative,ga price lowest theyv year plot twist everyth want cancel andor your allow go covid19 washyourhandstiltheyreclean causetheyredirti
1450,46402,"Long Island, NY",13-03-2020,"Just left a local supermarket &amp; its just amazing how people are acting to #Covid_19. Im all for the protection of the public, but I do believe there might be a political angle to this. I respect your right to be scared but use #CommonSense #WashYourHands #dontgooutsick",Positive,left local supermarket amp it amaz peopl act covid19 im protect public believ might polit angl respect right scare use commonsens washyourhand dontgooutsick
1451,46403,Charlottetown,13-03-2020,"BREAKING: #PEI gas prices drop 7 cents a litre overnight. At self-serve outlets, regular unleaded gasoline will now range from 94.8 to 95.9 cpl #CNDpoli #PEIpoli #Covid_19 @CBCPEI",Negative,break pei ga price drop 7 cent litr overnight selfserv outlet regular unlead gasolin rang 948 959 cpl cndpoli peipoli covid19 cbcpei
1452,46404,,13-03-2020,"#WallStreet #Covid_19 The real reason the stock markets took a huge dive is they are selling off all there stocks because the oil price has dropped so low they are buying it in bulk, the markets may have dropped but oil prices went through the roof, its a big con job https://t.co/8k7X1Cokhc",Negative,wallstreet covid19 real reason stock market took huge dive sell stock oil price drop low buy bulk market may drop oil price went roof big con job
1453,46405,"Ontario, Canada",13-03-2020,Isn't it crazy how people stock up on toilet paper and not food? #coronavirus #CoronaOutbreak,Negative,isnt crazi peopl stock toilet paper food coronaviru coronaoutbreak
1454,46406,El Mundo,13-03-2020,"Then I went to Food Lion and talked to the manager. He told they would be out stock for paper and cleaning stuff for a while. Because the supplier didn't have any stock of those items.

?

#CoronavirusPandemic #Covid_19 #CoronaVirusUpdate #COVD19 #coronavirus #CoronaOutbreak",Neutral,went food lion talk manag told would stock paper clean stuff supplier didnt stock item coronaviruspandem covid19 coronavirusupd covd19 coronaviru coronaoutbreak
1455,46407,Canada,13-03-2020,"Imagine fighting over toilet paper like a psychopath then going home and having little to no food stock. Panick buying will do nothing but create hysteria and artificial market inflation. Stock up on necessary things like canned foods, water, etc. #coronavirus #covid19",Positive,imagin fight toilet paper like psychopath go home littl food stock panick buy noth creat hysteria artifici market inflat stock necessari thing like can food water etc coronaviru covid19
1456,46408,,13-03-2020,To every uneducated adult out there that is stock buying because of corona should stop. CORONA ISNT GONNA TAKE YOUR FOOD SO CLAM DOWN #Covid_19 #coronapocalypse,Negative,everi uneduc adult stock buy corona stop corona isnt gon na take food clam covid19 coronapocalyps
1457,46409,,13-03-2020,"The world is coming to an end. Think about it... the Corona Virus issue is having people buy everything in markets, stores, and leaving shelves empty. And thats not good... What happens to the people who are late to stock up and food runs out ? #CoronavirusPandemic #coronavirus",Negative,world come end think corona viru issu peopl buy everyth market store leav shelv empti that good happen peopl late stock food run coronaviruspandem coronaviru
1458,46410,United States,13-03-2020,Went to the grocery store after work. Insanity. Ive never seen anything like this before. #Covid_19 #COVID19              Is anyone else seeing this in their area? #FoxNews #SavageNation,Extremely Negative,went groceri store work insan ive never seen anyth like covid19 covid19 anyon els see area foxnew savagen
1459,46411,"Kansas City, MO",13-03-2020,"Scenes from the grocery store at 5 am. 

#COVID19 #Covid_19 #CoronaOutbreak #ToiletPaperApocalypse https://t.co/3mkE9MsLQR",Neutral,scene groceri store 5 covid19 covid19 coronaoutbreak toiletpaperapocalyps
1460,46412,"New York, USA",13-03-2020,"Face masks on stock online in Europe regular prices, 0,3 Euro/piece limited purchase retweet to help
 https://t.co/hZl5fFBjdt
#Coronavirus #2019Cov #N95Masks #N95 #facemask  #COVID19 #coronavirusUSA #CoronaVirusItalia #CoronavirusOutbreak #Health #VirusCorona #Corona #news #trump https://t.co/akG2bSCFVi",Positive,face mask stock onlin europ regular price 03 europiec limit purchas retweet help coronaviru 2019cov n95mask n95 facemask covid19 coronavirususa coronavirusitalia coronavirusoutbreak health viruscorona corona news trump
1461,46413,"New York, USA",13-03-2020,"#Covid_19 19 protection? face masks online in?? regular prices #RetweeetPlease to #help
https://t.co/hZl5fFBjdt
#Coronavirus #2019Cov #N95Masks #N95 #facemask  #COVID19 #coronavirusUSA #CoronaVirusItalia #CoronavirusOutbreak #health #NewsPicks #VirusCorona #Trump #Wuhan #Healthy https://t.co/QOUKwPyF3Z",Neutral,covid19 19 protect face mask onlin regular price retweeetpleas help coronaviru 2019cov n95mask n95 facemask covid19 coronavirususa coronavirusitalia coronavirusoutbreak health newspick viruscorona trump wuhan healthi
1462,46414,"Vancouver, WA",13-03-2020,"Two different emails, @gamestop is providing cleaning supplies (something a retail store should already do) and advises staff to stay home if ill with no mention of paid sick leave, and @qdoba  is commiting to paid sick leave for all staff diagnosed with #Covid_19 https://t.co/lUINNxkaRi",Extremely Negative,two differ email gamestop provid clean suppli someth retail store alreadi advis staff stay home ill mention paid sick leav qdoba commit paid sick leav staff diagnos covid19
1463,46415,607/315/680(?),13-03-2020,Wegmans isn't the only supermarket changing its hours in response to #Covid_19  https://t.co/G2jfnadMQt,Neutral,wegman isnt supermarket chang hour respons covid19
1464,46416,"St. Louis, MO",13-03-2020,"Are empty grocery store shelves an issue everywhere across the country, or just in states where there has been a confirmed case of Coronavirus? #coronavirus #coronapocalypse",Negative,empti groceri store shelv issu everywher across countri state confirm case coronaviru coronaviru coronapocalyps
1465,46417,"iPhone: 41.376335,2.18889",13-03-2020,Just been to the supermarket. Why do all women buy loads of toilet paper and the men more pizzas and beer? #Covid_19,Neutral,supermarket women buy load toilet paper men pizza beer covid19
1466,46418,"Sydney, New South Wales",13-03-2020,"In light of the pandemic, i have moved to online shopping.
Can we have free shipping for online orders? Please.
#coronavirus
#onlineshopping",Extremely Positive,light pandem move onlin shop free ship onlin order pleas coronaviru onlineshop
1467,46419,New Hampshire,13-03-2020,"Or buy gift certificates for others who may be in self-quarantine. A little online shopping will pass the time and keep local businesses alive. Plus, more books! #coronavirus #books",Extremely Positive,buy gift certif other may selfquarantin littl onlin shop pass time keep local busi aliv plu book coronaviru book
1468,46420,New Hampshire,13-03-2020,"If you're going to self-quarantine, I highly recommend supporting your favorite bookstore. My local indies -- @GibsonsConcord and @BookeryMHT -- are wonderful. Gibson's offers online shopping and The Bookery places your order and emails for pickup. #coronavirus #books",Extremely Positive,your go selfquarantin highli recommend support favorit bookstor local indi gibsonsconcord bookerymht wonder gibson offer onlin shop bookeri place order email pickup coronaviru book
1469,46421,United States,13-03-2020,at the grocery store: this customer bought a cart full of grocery and went through self check out. #coronapocalypse #Covid_19 people are going crazy. Chill the eff out.,Negative,groceri store custom bought cart full groceri went self check coronapocalyps covid19 peopl go crazi chill eff
1470,46422,"Ontario, Canada",13-03-2020,"Hey idiots... 

When demand is greater than supply, prices go up. 

Buy what you need, not enough to last 14 years. 

#Covid_19 #Shoppersdrugmart #panicbuying",Positive,hey idiot demand greater suppli price go buy need enough last 14 year covid19 shoppersdrugmart panicbuy
